subcorridor,direction,stopOrderCor,stopId,stopName,depTime,tripCount,m_dwellTime,m_travelTime,m_runTime,sd_dwellTime,sd_travelTime,sd_runTime,p10_travelTime,p90_travelTime,p95_travelTime
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T17:00:00Z,29,40.45848275862069,12.53803448275862,52.99651724137931,20.31757813643273,5.885555784428996,21.75781068395027,8.8274,14.487199999999998,20.924599999999984
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T17:10:00Z,24,43.337125,5.973833333333333,49.31095833333333,23.796224772397792,1.8885483881788028,23.925644707099586,4.5585,9.401299999999999,9.57315
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T17:20:00Z,30,38.30133333333333,10.019833333333333,48.32116666666666,21.495750692080794,5.6963607140925925,22.429460960336616,5.76,16.404100000000003,18.573900000000002
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T17:30:00Z,21,36.09157142857143,6.552809523809524,42.64438095238095,18.94098108486313,4.974381425052242,21.08258382996778,4.742,5.236,18.646
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T17:40:00Z,29,45.86896551724138,9.369551724137931,55.23851724137931,28.771179800382036,6.632763917457718,31.54646212292127,5.256,16.401799999999998,19.950999999999997
2nd to Broad,direction-1,6,14882,8th St,2021-01-01T17:50:00Z,19,40.02763157894737,10.370684210526315,50.398315789473685,20.809034982725187,5.3469746383937276,21.804634053981967,7.55,12.660599999999993,20.110299999999977
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T15:00:00Z,16,53.362625,20.5205,73.88312499999999,18.959725306993946,7.087629269838163,18.39084007461323,17.4665,21.881,29.637
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T15:10:00Z,30,60.1904,23.2587,83.4491,33.67137239565528,14.113662444473857,40.600388885813764,16.309,25.044500000000014,34.283249999999995
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T15:20:00Z,27,50.513592592592595,27.563148148148148,78.07674074074075,31.505404559876414,12.180787475186877,33.989932055279354,19.5702,34.3026,35.1876
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T15:30:00Z,21,54.17252380952381,21.84190476190476,76.01442857142857,18.65088461606861,2.993905808551129,17.659945581941717,18.497,27.149,27.331
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T15:40:00Z,30,53.140566666666665,23.022933333333334,76.1635,24.365465727461316,6.882577238482556,30.026040268234755,18.3497,30.268500000000007,33.40985
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T15:50:00Z,34,47.92138235294118,30.665176470588236,78.58655882352942,20.312406397009067,13.88840134236847,28.823998375923193,19.4921,41.888600000000004,47.48979999999993
2nd to Broad,direction-1,7,14883,9th St,2021-01-01T16:00:00Z,15,59.480333333333334,23.19193333333333,82.67226666666667,34.93325618266653,9.495000650467642,42.56109576742368,18.662799999999997,27.077199999999998,36.26319999999997
