stop_id,agency_id,route_id
22163,SEPTA,42
22165,SEPTA,42
22166,SEPTA,42
22167,SEPTA,42
22168,SEPTA,42
22169,SEPTA,42
2217,SEPTA,117
22170,SEPTA,42
22171,SEPTA,42
22172,SEPTA,42
22173,SEPTA,75
22174,SEPTA,75
22175,SEPTA,42
22176,SEPTA,75
22177,SEPTA,75
22178,SEPTA,75
22179,SEPTA,75
2218,SEPTA,117
22180,SEPTA,42
22181,SEPTA,42
22182,SEPTA,42
22183,SEPTA,42
22184,SEPTA,108
22184,SEPTA,42
22184,SEPTA,68
22185,SEPTA,75
22186,SEPTA,42
22187,SEPTA,107
22187,SEPTA,109
22187,SEPTA,42
22190,SEPTA,42
22191,SEPTA,42
22192,SEPTA,42
22193,SEPTA,42
22194,SEPTA,75
22195,SEPTA,75
22196,SEPTA,75
22197,SEPTA,75
22198,SEPTA,75
22199,SEPTA,75
222,SEPTA,K
22201,SEPTA,75
22202,SEPTA,75
22203,SEPTA,75
22206,SEPTA,38
22206,SEPTA,40
22207,SEPTA,38
22207,SEPTA,40
22208,SEPTA,38
22208,SEPTA,40
22211,SEPTA,40
22212,SEPTA,40
22213,SEPTA,40
22214,SEPTA,40
22215,SEPTA,40
22216,SEPTA,40
22217,SEPTA,40
22217,SEPTA,52
22218,SEPTA,52
22219,SEPTA,38
22219,SEPTA,40
22220,SEPTA,38
22220,SEPTA,40
22221,SEPTA,38
22221,SEPTA,40
22223,SEPTA,38
22223,SEPTA,40
22224,SEPTA,38
22224,SEPTA,40
22225,SEPTA,38
22225,SEPTA,40
22226,SEPTA,40
22227,SEPTA,40
22228,SEPTA,40
22230,SEPTA,40
22232,SEPTA,40
22233,SEPTA,40
22234,SEPTA,7
22235,SEPTA,12
22235,SEPTA,7
22236,SEPTA,12
22236,SEPTA,7
22237,SEPTA,12
22237,SEPTA,7
22238,SEPTA,12
22238,SEPTA,7
22239,SEPTA,40
22240,SEPTA,40
22241,SEPTA,40
22242,SEPTA,40
22243,SEPTA,40
22244,SEPTA,40
22245,SEPTA,40
22246,SEPTA,40
22247,SEPTA,40
22248,SEPTA,40
22249,SEPTA,40
2225,SEPTA,104
22250,SEPTA,40
22251,SEPTA,40
22252,SEPTA,40
22253,SEPTA,40
22254,SEPTA,40
22255,SEPTA,40
22256,SEPTA,40
22257,SEPTA,40
22258,SEPTA,40
22259,SEPTA,40
22260,SEPTA,40
22261,SEPTA,40
22262,SEPTA,40
22263,SEPTA,40
22264,SEPTA,40
22265,SEPTA,40
22266,SEPTA,40
22267,SEPTA,40
22268,SEPTA,40
22269,SEPTA,40
22270,SEPTA,40
22271,SEPTA,40
22272,SEPTA,40
22273,SEPTA,40
22274,SEPTA,40
22275,SEPTA,40
22277,SEPTA,12
22277,SEPTA,7
22278,SEPTA,12
22278,SEPTA,7
22279,SEPTA,12
22279,SEPTA,7
22284,SEPTA,40
22285,SEPTA,40
22287,SEPTA,40
22288,SEPTA,40
22289,SEPTA,40
22290,SEPTA,40
22290,SEPTA,52
22291,SEPTA,40
22292,SEPTA,40
22293,SEPTA,40
22294,SEPTA,40
22296,SEPTA,40
22297,SEPTA,40
22298,SEPTA,40
223,SEPTA,18
22302,SEPTA,38
22304,SEPTA,38
22305,SEPTA,38
22306,SEPTA,38
22307,SEPTA,38
22309,SEPTA,38
22310,SEPTA,38
22311,SEPTA,38
22312,SEPTA,38
22313,SEPTA,38
22314,SEPTA,38
22315,SEPTA,38
22315,SEPTA,40
22316,SEPTA,38
22316,SEPTA,40
22317,SEPTA,38
22317,SEPTA,40
22318,SEPTA,38
22319,SEPTA,38
22320,SEPTA,38
22321,SEPTA,38
22322,SEPTA,38
22323,SEPTA,38
22324,SEPTA,38
22325,SEPTA,38
22326,SEPTA,38
22327,SEPTA,38
22328,SEPTA,38
22329,SEPTA,38
22330,SEPTA,38
22331,SEPTA,38
22332,SEPTA,38
22333,SEPTA,38
22334,SEPTA,38
22335,SEPTA,14
22335,SEPTA,20
22335,SEPTA,58
22335,SEPTA,88
22336,SEPTA,14
22336,SEPTA,20
22336,SEPTA,58
22336,SEPTA,88
22337,SEPTA,14
22337,SEPTA,20
22337,SEPTA,58
22337,SEPTA,88
22338,SEPTA,88
22339,SEPTA,88
22340,SEPTA,88
22341,SEPTA,88
22342,SEPTA,88
22343,SEPTA,88
22344,SEPTA,88
22345,SEPTA,88
22346,SEPTA,88
22347,SEPTA,88
22348,SEPTA,88
22349,SEPTA,88
22350,SEPTA,88
22351,SEPTA,88
22352,SEPTA,70
22352,SEPTA,88
22353,SEPTA,88
22354,SEPTA,88
22355,SEPTA,88
22356,SEPTA,88
22356,SEPTA,88S
22357,SEPTA,88
22357,SEPTA,88S
22358,SEPTA,88
22358,SEPTA,88S
22359,SEPTA,88
22359,SEPTA,88S
22360,SEPTA,88
22360,SEPTA,88S
22361,SEPTA,88
22361,SEPTA,88S
22362,SEPTA,88
22362,SEPTA,88S
22363,SEPTA,88
22363,SEPTA,88S
22364,SEPTA,88
22364,SEPTA,88S
22365,SEPTA,88
22365,SEPTA,88S
22366,SEPTA,20
22366,SEPTA,88
22366,SEPTA,88S
22367,SEPTA,20
22367,SEPTA,88
22367,SEPTA,88S
22368,SEPTA,88
22368,SEPTA,88S
22369,SEPTA,88
22369,SEPTA,88S
22370,SEPTA,88
22370,SEPTA,88S
22371,SEPTA,88
22371,SEPTA,88S
22372,SEPTA,88
22372,SEPTA,88S
22373,SEPTA,88
22373,SEPTA,88S
22373,SEPTA,WR2
22374,SEPTA,88
22374,SEPTA,88S
22374,SEPTA,WR2
22375,SEPTA,88
22375,SEPTA,88S
22375,SEPTA,WR2
22376,SEPTA,88
22376,SEPTA,88S
22376,SEPTA,WR2
22376,SEPTA,WR3
22377,SEPTA,88
22377,SEPTA,88S
22377,SEPTA,WR2
22377,SEPTA,WR3
22379,SEPTA,58
22379,SEPTA,88
22379,SEPTA,88S
22379,SEPTA,WR2
22379,SEPTA,WR3
22380,SEPTA,88
22380,SEPTA,88S
22380,SEPTA,WR3
22381,SEPTA,88
22381,SEPTA,88S
22381,SEPTA,WR3
22382,SEPTA,88
22382,SEPTA,88S
22382,SEPTA,WR2
22382,SEPTA,WR3
22384,SEPTA,88
22384,SEPTA,88S
22384,SEPTA,WR2
22384,SEPTA,WR3
22385,SEPTA,88
22385,SEPTA,88S
22385,SEPTA,WR2
22385,SEPTA,WR3
22386,SEPTA,1
22386,SEPTA,R
22387,SEPTA,88
22387,SEPTA,88S
22388,SEPTA,88
22388,SEPTA,88S
22389,SEPTA,88
22389,SEPTA,88S
22390,SEPTA,88
22390,SEPTA,88S
22392,SEPTA,88
22392,SEPTA,88S
22394,SEPTA,88
22394,SEPTA,88S
22395,SEPTA,88
22395,SEPTA,88S
22396,SEPTA,88
22396,SEPTA,88S
22397,SEPTA,1
22397,SEPTA,R
22398,SEPTA,88
22398,SEPTA,88S
22399,SEPTA,88
22399,SEPTA,88S
224,SEPTA,K
22400,SEPTA,1
22400,SEPTA,56
22400,SEPTA,R
22401,SEPTA,1
22401,SEPTA,56
22401,SEPTA,R
22402,SEPTA,24
22402,SEPTA,88
22402,SEPTA,88S
22403,SEPTA,1
22403,SEPTA,R
22404,SEPTA,1
22404,SEPTA,R
22405,SEPTA,1
22405,SEPTA,R
22406,SEPTA,1
22406,SEPTA,R
22407,SEPTA,1
22407,SEPTA,R
22408,SEPTA,1
22408,SEPTA,R
22409,SEPTA,1
22409,SEPTA,J
22409,SEPTA,R
22410,SEPTA,24
22410,SEPTA,88
22410,SEPTA,88S
22411,SEPTA,88
22411,SEPTA,88S
22412,SEPTA,88
22412,SEPTA,88S
22413,SEPTA,88
22413,SEPTA,88S
22414,SEPTA,88
22414,SEPTA,88S
22415,SEPTA,88S
22416,SEPTA,88
22416,SEPTA,88S
22416,SEPTA,WR1
22416,SEPTA,WR2
22416,SEPTA,WR3
22416,SEPTA,WR4
22417,SEPTA,88
22417,SEPTA,88S
22417,SEPTA,WR1
22417,SEPTA,WR2
22417,SEPTA,WR3
22417,SEPTA,WR4
22418,SEPTA,88
22418,SEPTA,88S
22418,SEPTA,WR1
22418,SEPTA,WR2
22418,SEPTA,WR3
22418,SEPTA,WR4
22419,SEPTA,88
22419,SEPTA,88S
22419,SEPTA,WR1
22419,SEPTA,WR2
22419,SEPTA,WR3
22419,SEPTA,WR4
22420,SEPTA,88
22420,SEPTA,88S
22420,SEPTA,WR1
22420,SEPTA,WR2
22420,SEPTA,WR3
22420,SEPTA,WR4
22421,SEPTA,88
22421,SEPTA,88S
22421,SEPTA,WR1
22421,SEPTA,WR2
22421,SEPTA,WR3
22421,SEPTA,WR4
22422,SEPTA,88
22422,SEPTA,88S
22422,SEPTA,WR1
22422,SEPTA,WR4
22423,SEPTA,88
22423,SEPTA,88S
22423,SEPTA,WR1
22423,SEPTA,WR4
22424,SEPTA,88
22424,SEPTA,88S
22424,SEPTA,WR1
22424,SEPTA,WR4
22425,SEPTA,88
22425,SEPTA,88S
22425,SEPTA,WR1
22425,SEPTA,WR4
22426,SEPTA,88
22426,SEPTA,88S
22426,SEPTA,WR1
22426,SEPTA,WR4
22427,SEPTA,88
22427,SEPTA,88S
22427,SEPTA,WR4
22429,SEPTA,88
22429,SEPTA,88S
22429,SEPTA,WR1
22429,SEPTA,WR4
22430,SEPTA,88
22430,SEPTA,88S
22430,SEPTA,WR1
22430,SEPTA,WR4
22431,SEPTA,88
22431,SEPTA,88S
22431,SEPTA,WR1
22431,SEPTA,WR4
22432,SEPTA,88
22432,SEPTA,88S
22432,SEPTA,WR1
22433,SEPTA,88
22433,SEPTA,88S
22433,SEPTA,WR1
22434,SEPTA,88
22434,SEPTA,88S
22434,SEPTA,WR1
22435,SEPTA,88
22435,SEPTA,88S
22435,SEPTA,WR1
22436,SEPTA,88
22436,SEPTA,88S
22437,SEPTA,88
22437,SEPTA,88S
22438,SEPTA,88
22438,SEPTA,88S
22439,SEPTA,88
22439,SEPTA,88S
22440,SEPTA,88
22441,SEPTA,20
22441,SEPTA,88
22442,SEPTA,88
22442,SEPTA,88S
22443,SEPTA,88
22443,SEPTA,88S
22444,SEPTA,88
22444,SEPTA,88S
22445,SEPTA,88
22445,SEPTA,88S
22447,SEPTA,28
22447,SEPTA,88
22447,SEPTA,88S
22448,SEPTA,88
22448,SEPTA,88S
22449,SEPTA,88
22449,SEPTA,88S
22450,SEPTA,88
22450,SEPTA,88S
22451,SEPTA,88
22451,SEPTA,88S
22452,SEPTA,88
22452,SEPTA,88S
22453,SEPTA,70
22453,SEPTA,88
22453,SEPTA,88S
22454,SEPTA,70
22454,SEPTA,88
22454,SEPTA,88S
22455,SEPTA,88
22455,SEPTA,88S
22456,SEPTA,88
22456,SEPTA,88S
22457,SEPTA,88
22457,SEPTA,88S
22458,SEPTA,88
22458,SEPTA,88S
22459,SEPTA,88
22459,SEPTA,88S
22460,SEPTA,88
22460,SEPTA,88S
22461,SEPTA,88
22461,SEPTA,88S
22462,SEPTA,88
22462,SEPTA,88S
22463,SEPTA,88
22463,SEPTA,88S
22464,SEPTA,88
22464,SEPTA,88S
22465,SEPTA,88
22465,SEPTA,88S
22466,SEPTA,88
22466,SEPTA,88S
22467,SEPTA,88
22467,SEPTA,88S
22468,SEPTA,14
22468,SEPTA,20
22468,SEPTA,58
22468,SEPTA,88
22468,SEPTA,88S
22469,SEPTA,14
22469,SEPTA,20
22469,SEPTA,58
22469,SEPTA,88
22469,SEPTA,88S
22470,SEPTA,14
22470,SEPTA,20
22470,SEPTA,58
22470,SEPTA,88
22470,SEPTA,88S
22471,SEPTA,88
22471,SEPTA,88S
22472,SEPTA,73
22472,SEPTA,84
22473,SEPTA,73
22473,SEPTA,84
22474,SEPTA,1
22475,SEPTA,1
22477,SEPTA,1
22478,SEPTA,1
22479,SEPTA,1
22480,SEPTA,1
22481,SEPTA,1
22481,SEPTA,14
22481,SEPTA,20
22482,SEPTA,1
22482,SEPTA,14
22482,SEPTA,20
22483,SEPTA,1
22483,SEPTA,14
22483,SEPTA,20
22484,SEPTA,1
22484,SEPTA,14
22484,SEPTA,20
22486,SEPTA,1
22486,SEPTA,14
22486,SEPTA,20
22487,SEPTA,1
22487,SEPTA,14
22487,SEPTA,20
22488,SEPTA,1
22488,SEPTA,14
22488,SEPTA,20
22490,SEPTA,1
22490,SEPTA,14
22490,SEPTA,20
22491,SEPTA,1
22491,SEPTA,14
22491,SEPTA,20
22492,SEPTA,84
22494,SEPTA,1
22494,SEPTA,14
22494,SEPTA,20
22495,SEPTA,1
22495,SEPTA,14
22495,SEPTA,20
22496,SEPTA,84
22498,SEPTA,1
22498,SEPTA,14
22498,SEPTA,20
22498,SEPTA,50
22498,SEPTA,500
22499,SEPTA,1
22499,SEPTA,14
22499,SEPTA,20
225,SEPTA,K
22500,SEPTA,84
22501,SEPTA,84
22502,SEPTA,84
22503,SEPTA,1
22503,SEPTA,14
22504,SEPTA,84
22505,SEPTA,84
22508,SEPTA,84
22509,SEPTA,1
22509,SEPTA,14
22510,SEPTA,84
22511,SEPTA,1
22511,SEPTA,14
22513,SEPTA,1
22513,SEPTA,14
22513,SEPTA,500
22514,SEPTA,84
22515,SEPTA,1
22515,SEPTA,14
22516,SEPTA,84
22517,SEPTA,1
22517,SEPTA,14
22519,SEPTA,84
22520,SEPTA,1
22520,SEPTA,14
22521,SEPTA,1
22521,SEPTA,14
22522,SEPTA,1
22522,SEPTA,14
22524,SEPTA,1
22524,SEPTA,14
22525,SEPTA,1
22525,SEPTA,14
22525,SEPTA,500
22526,SEPTA,1
22526,SEPTA,14
22527,SEPTA,84
22528,SEPTA,70
22528,SEPTA,84
22529,SEPTA,70
22529,SEPTA,84
22530,SEPTA,70
22530,SEPTA,84
22531,SEPTA,70
22531,SEPTA,84
22532,SEPTA,70
22532,SEPTA,84
22533,SEPTA,28
22533,SEPTA,84
22534,SEPTA,28
22534,SEPTA,84
22534,SEPTA,88S
22536,SEPTA,28
22536,SEPTA,84
22536,SEPTA,88S
22537,SEPTA,1
22537,SEPTA,14
22538,SEPTA,1
22538,SEPTA,14
22538,SEPTA,67
22538,SEPTA,WR4
22539,SEPTA,1
22539,SEPTA,14
22539,SEPTA,67
22539,SEPTA,WR4
22540,SEPTA,28
22540,SEPTA,84
22540,SEPTA,88S
22541,SEPTA,28
22541,SEPTA,84
22541,SEPTA,88S
22542,SEPTA,84
22542,SEPTA,88S
22543,SEPTA,84
22546,SEPTA,1
22546,SEPTA,67
22547,SEPTA,67
22548,SEPTA,70
22548,SEPTA,84
22549,SEPTA,1
22549,SEPTA,50
22551,SEPTA,70
22551,SEPTA,84
22552,SEPTA,1
22552,SEPTA,20
22552,SEPTA,50
22553,SEPTA,1
22553,SEPTA,20
22553,SEPTA,50
22554,SEPTA,70
22554,SEPTA,84
22555,SEPTA,84
22556,SEPTA,84
22557,SEPTA,84
22558,SEPTA,84
22559,SEPTA,84
22560,SEPTA,84
22561,SEPTA,19
22561,SEPTA,84
22562,SEPTA,19
22562,SEPTA,84
22563,SEPTA,84
22563,SEPTA,WR5
22564,SEPTA,84
22564,SEPTA,WR5
22565,SEPTA,WR5
22566,SEPTA,84
22566,SEPTA,WR5
22567,SEPTA,WR5
22568,SEPTA,84
22568,SEPTA,WR5
22569,SEPTA,20
22569,SEPTA,WR5
22570,SEPTA,20
22570,SEPTA,84
22570,SEPTA,WR5
22571,SEPTA,67
22571,SEPTA,84
22571,SEPTA,WR5
22572,SEPTA,67
22572,SEPTA,84
22572,SEPTA,WR5
22573,SEPTA,40
22575,SEPTA,67
22575,SEPTA,84
22575,SEPTA,WR5
22576,SEPTA,67
22576,SEPTA,84
22576,SEPTA,WR5
22577,SEPTA,67
22577,SEPTA,84
22577,SEPTA,WR5
22578,SEPTA,67
22578,SEPTA,84
22578,SEPTA,WR5
22579,SEPTA,67
22579,SEPTA,84
22579,SEPTA,WR5
22581,SEPTA,67
22581,SEPTA,84
22581,SEPTA,WR5
22582,SEPTA,67
22582,SEPTA,84
22583,SEPTA,67
22583,SEPTA,84
22584,SEPTA,67
22584,SEPTA,84
22585,SEPTA,129
22585,SEPTA,130
22585,SEPTA,20
22585,SEPTA,50
22585,SEPTA,67
22585,SEPTA,84
22586,SEPTA,50
22586,SEPTA,67
22586,SEPTA,84
22587,SEPTA,50
22587,SEPTA,84
22587,SEPTA,WR5
22587,SEPTA,WR6
22588,SEPTA,50
22588,SEPTA,84
22588,SEPTA,WR5
22588,SEPTA,WR6
22589,SEPTA,50
22589,SEPTA,84
22589,SEPTA,WR5
22589,SEPTA,WR6
22590,SEPTA,50
22590,SEPTA,84
22590,SEPTA,WR5
22590,SEPTA,WR6
22592,SEPTA,84
22592,SEPTA,WR2
22592,SEPTA,WR5
22593,SEPTA,84
22593,SEPTA,WR2
22593,SEPTA,WR5
22594,SEPTA,40
22595,SEPTA,66
22596,SEPTA,1
22598,SEPTA,1
22598,SEPTA,67
22598,SEPTA,WR5
226,SEPTA,1
226,SEPTA,61
226,SEPTA,R
22600,SEPTA,84
22600,SEPTA,WR2
22600,SEPTA,WR5
22601,SEPTA,84
22601,SEPTA,WR2
22601,SEPTA,WR5
22602,SEPTA,1
22602,SEPTA,14
22602,SEPTA,84
22603,SEPTA,1
22603,SEPTA,14
22603,SEPTA,84
22604,SEPTA,1
22604,SEPTA,14
22604,SEPTA,84
22605,SEPTA,1
22605,SEPTA,14
22605,SEPTA,84
22606,SEPTA,84
22606,SEPTA,WR2
22606,SEPTA,WR5
22607,SEPTA,84
22607,SEPTA,WR2
22607,SEPTA,WR3
22607,SEPTA,WR5
22608,SEPTA,84
22608,SEPTA,WR2
22608,SEPTA,WR3
22608,SEPTA,WR5
22609,SEPTA,84
22610,SEPTA,84
22611,SEPTA,84
22612,SEPTA,84
22613,SEPTA,84
22614,SEPTA,84
22615,SEPTA,84
22616,SEPTA,84
22617,SEPTA,84
22618,SEPTA,84
22619,SEPTA,84
22620,SEPTA,84
22621,SEPTA,84
22622,SEPTA,84
22623,SEPTA,84
22624,SEPTA,84
22625,SEPTA,84
22626,SEPTA,58
22626,SEPTA,84
22626,SEPTA,WR1
22626,SEPTA,WR2
22626,SEPTA,WR3
22626,SEPTA,WR4
22627,SEPTA,58
22627,SEPTA,84
22627,SEPTA,WR1
22627,SEPTA,WR2
22627,SEPTA,WR3
22627,SEPTA,WR4
22628,SEPTA,58
22628,SEPTA,84
22628,SEPTA,WR1
22628,SEPTA,WR2
22628,SEPTA,WR3
22628,SEPTA,WR4
22629,SEPTA,84
22630,SEPTA,84
22631,SEPTA,84
22632,SEPTA,84
22633,SEPTA,84
22634,SEPTA,84
22635,SEPTA,84
22636,SEPTA,84
22637,SEPTA,84
22638,SEPTA,84
22639,SEPTA,84
22640,SEPTA,84
22641,SEPTA,84
22642,SEPTA,84
22643,SEPTA,84
22644,SEPTA,84
22644,SEPTA,WR1
22644,SEPTA,WR4
22644,SEPTA,WR6
22645,SEPTA,84
22645,SEPTA,WR1
22645,SEPTA,WR4
22645,SEPTA,WR6
22646,SEPTA,84
22646,SEPTA,WR1
22646,SEPTA,WR4
22646,SEPTA,WR6
22647,SEPTA,84
22647,SEPTA,WR1
22647,SEPTA,WR4
22647,SEPTA,WR6
22648,SEPTA,84
22648,SEPTA,WR1
22648,SEPTA,WR6
22650,SEPTA,84
22651,SEPTA,84
22652,SEPTA,84
22653,SEPTA,84
22655,SEPTA,84
22656,SEPTA,84
22657,SEPTA,84
22657,SEPTA,WR1
22657,SEPTA,WR6
22658,SEPTA,84
22658,SEPTA,WR1
22658,SEPTA,WR6
22659,SEPTA,84
22659,SEPTA,WR1
22659,SEPTA,WR6
22660,SEPTA,50
22660,SEPTA,84
22660,SEPTA,WR5
22661,SEPTA,50
22661,SEPTA,84
22662,SEPTA,50
22662,SEPTA,84
22663,SEPTA,50
22663,SEPTA,84
22664,SEPTA,50
22664,SEPTA,84
22665,SEPTA,67
22665,SEPTA,84
22666,SEPTA,67
22666,SEPTA,84
22667,SEPTA,67
22667,SEPTA,84
22667,SEPTA,WR6
22668,SEPTA,67
22668,SEPTA,84
22668,SEPTA,WR6
22669,SEPTA,67
22669,SEPTA,84
22669,SEPTA,WR6
22670,SEPTA,67
22670,SEPTA,84
22670,SEPTA,WR6
22671,SEPTA,67
22671,SEPTA,84
22671,SEPTA,WR6
22672,SEPTA,67
22672,SEPTA,84
22672,SEPTA,WR6
22673,SEPTA,67
22673,SEPTA,84
22673,SEPTA,WR6
22674,SEPTA,67
22674,SEPTA,84
22674,SEPTA,WR6
22675,SEPTA,67
22675,SEPTA,84
22675,SEPTA,WR6
22676,SEPTA,67
22676,SEPTA,84
22676,SEPTA,WR6
22677,SEPTA,67
22677,SEPTA,84
22677,SEPTA,WR6
22678,SEPTA,67
22678,SEPTA,84
22678,SEPTA,WR6
22679,SEPTA,67
22679,SEPTA,84
22679,SEPTA,WR6
22680,SEPTA,20
22680,SEPTA,WR6
22681,SEPTA,WR6
22682,SEPTA,84
22682,SEPTA,WR6
22683,SEPTA,WR6
22684,SEPTA,84
22684,SEPTA,WR6
22685,SEPTA,84
22685,SEPTA,WR6
22687,SEPTA,19
22687,SEPTA,84
22688,SEPTA,19
22688,SEPTA,84
22689,SEPTA,84
22690,SEPTA,84
22691,SEPTA,84
22692,SEPTA,84
22693,SEPTA,84
22694,SEPTA,84
22695,SEPTA,84
22695,SEPTA,88S
22697,SEPTA,84
22698,SEPTA,70
22698,SEPTA,84
22699,SEPTA,70
22699,SEPTA,84
227,SEPTA,53
227,SEPTA,K
22700,SEPTA,70
22700,SEPTA,84
22701,SEPTA,84
22702,SEPTA,28
22702,SEPTA,84
22702,SEPTA,88S
22703,SEPTA,28
22703,SEPTA,84
22703,SEPTA,88S
22704,SEPTA,28
22704,SEPTA,84
22704,SEPTA,88S
22705,SEPTA,28
22705,SEPTA,84
22705,SEPTA,88S
22706,SEPTA,70
22706,SEPTA,84
22707,SEPTA,56
22707,SEPTA,70
22707,SEPTA,84
22708,SEPTA,70
22708,SEPTA,84
22709,SEPTA,70
22709,SEPTA,84
22710,SEPTA,70
22710,SEPTA,84
22711,SEPTA,84
22712,SEPTA,84
22713,SEPTA,84
22714,SEPTA,84
22715,SEPTA,84
22716,SEPTA,84
22717,SEPTA,84
22718,SEPTA,84
22719,SEPTA,84
22720,SEPTA,84
22721,SEPTA,73
22721,SEPTA,84
22722,SEPTA,84
22723,SEPTA,70
22723,SEPTA,K
22724,SEPTA,70
22724,SEPTA,K
22725,SEPTA,70
22725,SEPTA,K
22726,SEPTA,70
22727,SEPTA,70
22728,SEPTA,70
22729,SEPTA,70
22730,SEPTA,70
22731,SEPTA,70
22732,SEPTA,70
22733,SEPTA,70
22735,SEPTA,70
22736,SEPTA,70
22737,SEPTA,70
22738,SEPTA,70
22739,SEPTA,70
22740,SEPTA,70
22741,SEPTA,70
22742,SEPTA,70
22743,SEPTA,70
22744,SEPTA,70
22745,SEPTA,70
22746,SEPTA,70
22747,SEPTA,70
22748,SEPTA,70
22749,SEPTA,70
22750,SEPTA,70
22751,SEPTA,70
22751,SEPTA,77
22752,SEPTA,70
22753,SEPTA,70
22754,SEPTA,70
22755,SEPTA,70
22756,SEPTA,70
22757,SEPTA,70
22758,SEPTA,70
22760,SEPTA,1
22760,SEPTA,150
22761,SEPTA,1
22761,SEPTA,150
22762,SEPTA,1
22762,SEPTA,14
22762,SEPTA,500
22764,SEPTA,1
22764,SEPTA,14
22765,SEPTA,1
22765,SEPTA,14
22765,SEPTA,500
22766,SEPTA,1
22766,SEPTA,14
22767,SEPTA,1
22767,SEPTA,14
22768,SEPTA,1
22768,SEPTA,14
22770,SEPTA,1
22770,SEPTA,14
22771,SEPTA,1
22771,SEPTA,14
22773,SEPTA,1
22773,SEPTA,14
22774,SEPTA,70
22775,SEPTA,70
22776,SEPTA,70
22777,SEPTA,70
22778,SEPTA,70
22778,SEPTA,88S
22779,SEPTA,70
22779,SEPTA,88S
22780,SEPTA,70
22780,SEPTA,88S
22781,SEPTA,70
22781,SEPTA,88S
22782,SEPTA,70
22782,SEPTA,88S
22783,SEPTA,70
22784,SEPTA,70
22785,SEPTA,70
22786,SEPTA,70
22787,SEPTA,70
22788,SEPTA,70
22789,SEPTA,70
22790,SEPTA,70
22790,SEPTA,88S
22791,SEPTA,70
22791,SEPTA,88S
22792,SEPTA,70
22792,SEPTA,88S
22793,SEPTA,70
22793,SEPTA,88S
22794,SEPTA,70
22795,SEPTA,70
22795,SEPTA,84
22796,SEPTA,70
22797,SEPTA,70
22799,SEPTA,70
228,SEPTA,K
22800,SEPTA,70
22801,SEPTA,70
22802,SEPTA,70
22803,SEPTA,70
22804,SEPTA,70
22804,SEPTA,88S
22805,SEPTA,70
22807,SEPTA,67
22807,SEPTA,70
22807,SEPTA,77
22808,SEPTA,24
22808,SEPTA,70
22808,SEPTA,77
22809,SEPTA,24
22809,SEPTA,70
22809,SEPTA,77
22810,SEPTA,24
22810,SEPTA,70
22810,SEPTA,77
22811,SEPTA,70
22811,SEPTA,WR6
22812,SEPTA,70
22812,SEPTA,WR6
22813,SEPTA,70
22813,SEPTA,WR6
22814,SEPTA,70
22814,SEPTA,WR6
22815,SEPTA,70
22815,SEPTA,WR6
22816,SEPTA,70
22816,SEPTA,WR6
22817,SEPTA,70
22817,SEPTA,WR6
22818,SEPTA,70
22818,SEPTA,WR6
22819,SEPTA,70
22819,SEPTA,WR6
22820,SEPTA,70
22820,SEPTA,WR6
22821,SEPTA,70
22821,SEPTA,WR6
22822,SEPTA,70
22822,SEPTA,WR6
22823,SEPTA,70
22823,SEPTA,WR6
22824,SEPTA,70
22824,SEPTA,WR6
22825,SEPTA,70
22825,SEPTA,WR6
22827,SEPTA,70
22827,SEPTA,WR6
22828,SEPTA,70
22828,SEPTA,WR6
22829,SEPTA,70
22829,SEPTA,WR6
22830,SEPTA,70
22830,SEPTA,WR6
22831,SEPTA,70
22831,SEPTA,WR6
22832,SEPTA,70
22832,SEPTA,WR6
22833,SEPTA,70
22833,SEPTA,WR6
22834,SEPTA,70
22834,SEPTA,K
22834,SEPTA,WR6
22835,SEPTA,70
22835,SEPTA,K
22835,SEPTA,WR6
22836,SEPTA,70
22836,SEPTA,K
22836,SEPTA,WR6
22837,SEPTA,19
22837,SEPTA,67
22838,SEPTA,19
22838,SEPTA,67
22839,SEPTA,19
22839,SEPTA,67
22840,SEPTA,19
22840,SEPTA,67
22841,SEPTA,19
22841,SEPTA,67
22842,SEPTA,19
22842,SEPTA,67
22843,SEPTA,19
22843,SEPTA,67
22844,SEPTA,19
22844,SEPTA,67
22845,SEPTA,19
22845,SEPTA,24
22845,SEPTA,67
22846,SEPTA,19
22846,SEPTA,24
22846,SEPTA,67
22847,SEPTA,24
22848,SEPTA,19
22848,SEPTA,67
22849,SEPTA,19
22849,SEPTA,67
22850,SEPTA,19
22850,SEPTA,67
22851,SEPTA,19
22851,SEPTA,67
22852,SEPTA,19
22852,SEPTA,67
22853,SEPTA,19
22853,SEPTA,67
22854,SEPTA,19
22854,SEPTA,67
22855,SEPTA,19
22855,SEPTA,67
22856,SEPTA,19
22856,SEPTA,67
22857,SEPTA,19
22857,SEPTA,67
22858,SEPTA,19
22858,SEPTA,67
22859,SEPTA,19
22859,SEPTA,67
22860,SEPTA,67
22861,SEPTA,67
22862,SEPTA,67
22863,SEPTA,67
22864,SEPTA,67
22865,SEPTA,67
22865,SEPTA,WR3
22866,SEPTA,67
22866,SEPTA,WR3
22867,SEPTA,67
22867,SEPTA,WR3
22868,SEPTA,67
22868,SEPTA,WR3
22869,SEPTA,67
22869,SEPTA,WR3
22870,SEPTA,67
22870,SEPTA,WR3
22871,SEPTA,67
22871,SEPTA,WR3
22872,SEPTA,67
22872,SEPTA,WR4
22872,SEPTA,WR5
